timestamp,order_id,symbol,direction,quantity,entry_price,stop_loss,target,strategy,confidence,rr,event,exit_price,pnl,reason
2026-08-27 12:55:48,FAKE_GOOG_001,GOOG,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,93.0,-119.59,manual
2026-08-27 12:55:48,FAKE_PNL_001,RELIANCE,BUY,5,200.0,190.0,220.0,Momentum,,,CLOSE,210.0,0.26,close_target
2026-08-27 12:55:49,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,manual
2026-08-27 12:55:49,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,manual
2026-08-27 12:55:56,SIM_TEST_BUY_Q10_P100.15_1787815556710,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,REENTRY_OPEN,,,reentry_attempt_1_of_2,1
2026-08-27 12:55:56,SIM_TEST_BUY_Q10_P100.15_1787815556721,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,REENTRY_OPEN,,,reentry_attempt_1_of_2,1
2026-08-27 12:56:29,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 12:56:32,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 12:56:32,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,93.0,-119.59,close_sl
2026-08-27 12:56:32,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 12:56:32,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 12:56:33,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 12:56:33,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,REPLACEMENT
2026-08-27 12:56:33,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,emergency_close
2026-08-27 12:56:33,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,100.0,-49.68,SESSION_EXPIRED
2026-08-27 12:56:34,FAKE_AAPL_001,AAPL,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,manual
2026-08-27 12:56:34,FAKE_GOOG_001,GOOG,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,93.0,-119.59,manual
2026-08-27 12:56:34,FAKE_PNL_001,RELIANCE,BUY,5,200.0,190.0,220.0,Momentum,,,CLOSE,210.0,0.26,close_target
2026-08-27 12:56:34,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,manual
2026-08-27 12:56:34,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,manual
2026-08-27 12:56:43,SIM_TEST_BUY_Q10_P100.15_1787815603707,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,REENTRY_OPEN,,,reentry_attempt_1_of_2,1
2026-08-27 12:56:43,SIM_TEST_BUY_Q10_P100.15_1787815603720,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,REENTRY_OPEN,,,reentry_attempt_1_of_2,1
2026-08-27 12:57:13,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 12:57:15,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 12:57:15,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,93.0,-119.59,close_sl
2026-08-27 12:57:15,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 12:57:15,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 12:57:15,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 12:57:16,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,REPLACEMENT
2026-08-27 12:57:16,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,emergency_close
2026-08-27 12:57:16,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,100.0,-49.68,SESSION_EXPIRED
2026-08-27 12:57:16,FAKE_AAPL_001,AAPL,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,manual
2026-08-27 12:57:16,FAKE_GOOG_001,GOOG,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,93.0,-119.59,manual
2026-08-27 12:57:16,FAKE_PNL_001,RELIANCE,BUY,5,200.0,190.0,220.0,Momentum,,,CLOSE,210.0,0.26,close_target
2026-08-27 12:57:16,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,manual
2026-08-27 12:57:17,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,manual
2026-08-27 12:57:17,SIM_TEST_BUY_Q10_P100.15_1787815637467,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,REENTRY_OPEN,,,reentry_attempt_1_of_2,1
2026-08-27 12:57:17,SIM_TEST_BUY_Q10_P100.15_1787815637478,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,REENTRY_OPEN,,,reentry_attempt_1_of_2,1
2026-08-27 12:58:24,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 12:58:25,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 12:58:25,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,93.0,-119.59,close_sl
2026-08-27 12:58:26,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 12:58:26,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 12:58:26,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 12:58:26,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,REPLACEMENT
2026-08-27 12:58:26,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,emergency_close
2026-08-27 12:58:26,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,100.0,-49.68,SESSION_EXPIRED
2026-08-27 12:58:26,FAKE_AAPL_001,AAPL,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,manual
2026-08-27 12:58:27,FAKE_GOOG_001,GOOG,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,93.0,-119.59,manual
2026-08-27 12:58:27,FAKE_PNL_001,RELIANCE,BUY,5,200.0,190.0,220.0,Momentum,,,CLOSE,210.0,0.26,close_target
2026-08-27 12:58:27,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,manual
2026-08-27 12:58:27,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,manual
2026-08-27 12:58:28,SIM_TEST_BUY_Q10_P100.15_1787815708026,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,REENTRY_OPEN,,,reentry_attempt_1_of_2,1
2026-08-27 12:58:28,SIM_TEST_BUY_Q10_P100.15_1787815708033,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,REENTRY_OPEN,,,reentry_attempt_1_of_2,1
2026-08-27 13:00:31,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 13:00:32,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 13:00:32,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,93.0,-119.59,close_sl
2026-08-27 13:00:33,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 13:00:33,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 13:00:33,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 13:00:33,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,REPLACEMENT
2026-08-27 13:00:34,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,emergency_close
2026-08-27 13:00:34,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,100.0,-49.68,SESSION_EXPIRED
2026-08-27 13:00:35,FAKE_AAPL_001,AAPL,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,manual
2026-08-27 13:00:35,FAKE_GOOG_001,GOOG,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,93.0,-119.59,manual
2026-08-27 13:00:35,FAKE_PNL_001,RELIANCE,BUY,5,200.0,190.0,220.0,Momentum,,,CLOSE,210.0,0.26,close_target
2026-08-27 13:00:35,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,manual
2026-08-27 13:00:35,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,manual
2026-08-27 13:00:36,SIM_TEST_BUY_Q10_P100.15_1787815836657,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,REENTRY_OPEN,,,reentry_attempt_1_of_2,1
2026-08-27 13:00:36,SIM_TEST_BUY_Q10_P100.15_1787815836670,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,REENTRY_OPEN,,,reentry_attempt_1_of_2,1
2026-08-27 13:00:53,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 13:00:54,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 13:00:54,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,93.0,-119.59,close_sl
2026-08-27 13:00:54,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 13:00:54,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 13:00:55,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 13:00:55,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,REPLACEMENT
2026-08-27 13:00:55,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,emergency_close
2026-08-27 13:00:55,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,100.0,-49.68,SESSION_EXPIRED
2026-08-27 13:00:55,FAKE_AAPL_001,AAPL,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,manual
2026-08-27 13:00:56,FAKE_GOOG_001,GOOG,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,93.0,-119.59,manual
2026-08-27 13:00:56,FAKE_PNL_001,RELIANCE,BUY,5,200.0,190.0,220.0,Momentum,,,CLOSE,210.0,0.26,close_target
2026-08-27 13:00:56,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,manual
2026-08-27 13:00:56,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,manual
2026-08-27 13:00:57,SIM_TEST_BUY_Q10_P100.15_1787815857336,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,REENTRY_OPEN,,,reentry_attempt_1_of_2,1
2026-08-27 13:00:57,SIM_TEST_BUY_Q10_P100.15_1787815857348,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,REENTRY_OPEN,,,reentry_attempt_1_of_2,1
2026-08-27 13:01:16,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 13:01:17,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 13:01:17,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,93.0,-119.59,close_sl
2026-08-27 13:01:17,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 13:01:17,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 13:01:18,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 13:01:18,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,REPLACEMENT
2026-08-27 13:01:18,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,emergency_close
2026-08-27 13:01:18,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,100.0,-49.68,SESSION_EXPIRED
2026-08-27 13:01:19,FAKE_AAPL_001,AAPL,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,manual
2026-08-27 13:01:19,FAKE_GOOG_001,GOOG,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,93.0,-119.59,manual
2026-08-27 13:01:19,FAKE_PNL_001,RELIANCE,BUY,5,200.0,190.0,220.0,Momentum,,,CLOSE,210.0,0.26,close_target
2026-08-27 13:01:19,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,manual
2026-08-27 13:01:19,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,manual
2026-08-27 13:01:20,SIM_TEST_BUY_Q10_P100.15_1787815880444,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,REENTRY_OPEN,,,reentry_attempt_1_of_2,1
2026-08-27 13:01:20,SIM_TEST_BUY_Q10_P100.15_1787815880452,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,REENTRY_OPEN,,,reentry_attempt_1_of_2,1
2026-08-27 13:01:34,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 13:01:35,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 13:01:35,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,93.0,-119.59,close_sl
2026-08-27 13:01:35,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 13:01:35,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 13:01:36,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 13:01:36,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,REPLACEMENT
2026-08-27 13:01:36,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,emergency_close
2026-08-27 13:01:36,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,100.0,-49.68,SESSION_EXPIRED
2026-08-27 13:01:36,FAKE_AAPL_001,AAPL,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,manual
2026-08-27 13:01:36,FAKE_GOOG_001,GOOG,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,93.0,-119.59,manual
2026-08-27 13:01:36,FAKE_PNL_001,RELIANCE,BUY,5,200.0,190.0,220.0,Momentum,,,CLOSE,210.0,0.26,close_target
2026-08-27 13:01:36,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,manual
2026-08-27 13:01:37,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,manual
2026-08-27 13:01:37,SIM_TEST_BUY_Q10_P100.15_1787815897760,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,REENTRY_OPEN,,,reentry_attempt_1_of_2,1
2026-08-27 13:01:37,SIM_TEST_BUY_Q10_P100.15_1787815897766,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,REENTRY_OPEN,,,reentry_attempt_1_of_2,1
2026-08-27 13:02:09,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 13:02:09,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 13:02:10,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,93.0,-119.59,close_sl
2026-08-27 13:02:10,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 13:02:10,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 13:02:11,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,close_target
2026-08-27 13:02:11,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,REPLACEMENT
2026-08-27 13:02:11,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,emergency_close
2026-08-27 13:02:12,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,100.0,-49.68,SESSION_EXPIRED
2026-08-27 13:02:12,FAKE_AAPL_001,AAPL,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,manual
2026-08-27 13:02:12,FAKE_GOOG_001,GOOG,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,93.0,-119.59,manual
2026-08-27 13:02:12,FAKE_PNL_001,RELIANCE,BUY,5,200.0,190.0,220.0,Momentum,,,CLOSE,210.0,0.26,close_target
2026-08-27 13:02:13,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,manual
2026-08-27 13:02:13,FAKE_TEST_001,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,CLOSE,105.0,0.26,manual
2026-08-27 13:02:14,SIM_TEST_BUY_Q10_P100.15_1787815934089,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,REENTRY_OPEN,,,reentry_attempt_1_of_2,1
2026-08-27 13:02:14,SIM_TEST_BUY_Q10_P100.15_1787815934095,TEST,BUY,10,100.0,95.0,110.0,TestStrat,,,REENTRY_OPEN,,,reentry_attempt_1_of_2,1
